0.01,2,0,0,0
0.02,2,0,0,0
0.03,2,0,0,0
0.04,2,0,0,0
0.05,2,0,0,0
0.06,2,0,0,0
0.07,2,0,0,0
0.08,2,0,0,0
0.09,2,0,0,0
0.1,2,0,0,0
0.11,2,0,0,0
0.12,2,0,0,0
0.13,2,0,0,0
0.14,2,0,0,0
0.15,2,0,0,0
0.16,2,0,0,0
0.17,2,0,0,0
0.18,2,0,0,0
0.19,2,0,0,0
0.2,2,0,0,0
0.21,2,0,0,0
0.22,2,0,0,0
0.23,2,0,0,0
0.24,2,0,0,0
0.25,2,0,0,0
0.26,2,0,0,0
0.27,2,0,0,0
0.28,2,0,0,0
0.29,2,0,0,0
0.3,2,0,0,0
0.31,2,0,0,0
0.32,2,0,0,0
0.33,2,0,0,0
0.34,2,0,0,0
0.35,2,0,0,0
0.36,2,0,0,0
0.37,2,0,0,0
0.38,2,0,0,0
0.39,2,0,0,0
0.4,2,0,0,0
0.41,2,0,0,0
0.42,2,0,0,0
0.43,2,0,0,0
0.44,2,0,0,0
0.45,2,0,0,0
0.46,2,0,0,0
0.47,2,0,0,0
0.48,2,0,0,0
0.49,2,0,0,0
0.5,2,0,0,0
0.51,2,0,0,0
0.52,2,0,0,0
0.53,2,0,0,0
0.54,2,0,0,0
0.55,2,0,0,0
0.56,2,0,0,0
0.57,2,0,0,0
0.58,2,0,0,0
0.59,2,0,0,0
0.6,2,0,0,0
0.61,2,0,0,0
0.62,2,0,0,0
0.63,2,0,0,0
0.64,2,0,0,0
0.65,2,0,0,0
0.66,2,0,0,0
0.67,2,0,0,0
0.68,2,0,0,0
0.69,2,0,0,0
0.7,2,0,0,0
0.71,2,0,0,0
0.72,2,0,0,0
0.73,2,0,0,0
0.74,2,0,0,0
0.75,2,0,0,0
0.76,2,0,0,0
0.77,2,0,0,0
0.78,2,0,0,0
0.79,2,0,0,0
0.8,2,0,0,0
0.81,2,0,0,0
0.82,2,0,0,0
0.83,2,0,0,0
0.84,2,0,0,0
0.85,2,0,0,0
0.86,2,0,0,0
0.87,2,0,0,0
0.88,2,0,0,0
0.89,2,0,0,0
0.9,2,0,0,0
0.91,2,0,0,0
0.92,2,0,0,0
0.93,2,0,0,0
0.94,2,0,0,0
0.95,2,0,0,0
0.96,2,0,0,0
0.97,2,0,0,0
0.98,2,0,0,0
0.99,2,0,0,0
1.0,2,0,0,0
1.01,2,0,0,0
1.02,2,0,0,0
1.03,2,0,0,0
1.04,2,0,0,0
1.05,2,0,0,0
1.06,2,0,0,0
1.07,2,0,0,0
1.08,2,0,0,0
1.09,2,0,0,0
1.1,2,0,0,0
1.11,2,0,0,0
1.12,2,0,0,0
1.13,2,0,0,0
1.14,2,0,0,0
1.15,2,0,0,0
1.16,2,0,0,0
1.17,2,0,0,0
1.18,2,0,0,0
1.19,2,0,0,0
1.2,2,0,0,0
1.21,2,0,0,0
1.22,2,0,0,0
1.23,2,0,0,0
1.24,2,0,0,0
1.25,2,0,0,0
1.26,2,0,0,0
1.27,2,0,0,0
1.28,2,0,0,0
1.29,2,0,0,0
1.3,2,0,0,0
1.31,2,0,0,0
1.32,2,0,0,0
1.33,2,0,0,0
1.34,2,0,0,0
1.35,2,0,0,0
1.36,2,0,0,0
1.37,2,0,0,0
1.38,2,0,0,0
1.39,2,0,0,0
1.4,2,0,0,0
1.41,2,0,0,0
1.42,2,0,0,0
1.43,2,0,0,0
1.44,2,0,0,0
1.45,2,0,0,0
1.46,2,0,0,0
1.47,2,0,0,0
1.48,2,0,0,0
1.49,2,0,0,0
1.5,2,0,0,0
1.51,2,0,0,0
1.52,2,0,0,0
1.53,2,0,0,0
1.54,2,0,0,0
1.55,2,0,0,0
1.56,2,0,0,0
1.57,2,0,0,0
1.58,2,0,0,0
1.59,2,0,0,0
1.6,2,0,0,0
1.61,2,0,0,0
1.62,2,0,0,0
1.63,2,0,0,0
1.64,2,0,0,0
1.65,2,0,0,0
1.66,2,0,0,0
1.67,2,0,0,0
1.68,2,0,0,0
1.69,2,0,0,0
1.7,2,0,0,0
1.71,2,0,0,0
1.72,2,0,0,0
1.73,2,0,0,0
1.74,2,0,0,0
1.75,2,0,0,0
1.76,2,0,0,0
1.77,2,0,0,0
1.78,2,0,0,0
1.79,2,0,0,0
1.8,2,0,0,0
1.81,2,0,0,0
1.82,2,0,0,0
1.83,2,0,0,0
1.84,2,0,0,0
1.85,2,0,0,0
1.86,2,0,0,0
1.87,2,0,0,0
1.88,2,0,0,0
1.89,2,0,0,0
1.9,2,0,0,0
1.91,2,0,0,0
1.92,2,0,0,0
1.93,2,0,0,0
1.94,2,0,0,0
1.95,2,0,0,0
1.96,2,0,0,0
1.97,2,0,0,0
1.98,2,0,0,0
1.99,2,0,0,0
2.0,2,0,0,0
2.01,2,0,0,0
2.02,2,0,0,0
2.03,2,0,0,0
2.04,2,0,0,0
2.05,2,0,0,0
2.06,2,0,0,0
2.07,2,0,0,0
2.08,2,0,0,0
2.09,2,0,0,0
2.1,2,0,0,0
2.11,2,0,0,0
2.12,2,0,0,0
2.13,2,0,0,0
2.14,2,0,0,0
2.15,2,0,0,0
2.16,2,0,0,0
2.17,2,0,0,0
2.18,2,0,0,0
2.19,2,0,0,0
2.2,2,0,0,0
2.21,2,0,0,0
2.22,2,0,0,0
2.23,2,0,0,0
2.24,2,0,0,0
2.25,2,0,0,0
2.26,2,0,0,0
2.27,2,0,0,0
2.28,2,0,0,0
2.29,2,0,0,0
2.3,2,0,0,0
2.31,2,0,0,0
2.32,2,0,0,0
2.33,2,0,0,0
2.34,2,0,0,0
